GeoFips,GeoName,LineCode,Description,2019
5000,Arkansas,1000,      Finance and insurance,66302
5000,Arkansas,1001,        Monetary Authorities-central bank,(D)
5000,Arkansas,1002,        Credit intermediation and related activities,20905
5000,Arkansas,1003,"        Securities, commodity contracts, and other financial investments and related activities",15429
5000,Arkansas,1004,        Insurance carriers and related activities,27290
5000,Arkansas,1005,"        Funds, trusts, and other financial vehicles",(D)
5000,Arkansas,1100,      Real estate and rental and leasing,64065
5000,Arkansas,1101,        Real estate,57401
5000,Arkansas,1102,        Rental and leasing services,6579
5000,Arkansas,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),85
5000,Arkansas,1200,"      Professional, scientific, and technical services",71479
5000,Arkansas,1300,      Management of companies and enterprises,35889
5000,Arkansas,1400,      Administrative and support and waste management and remediation services,95460
5000,Arkansas,1401,        Administrative and support services,91358
5000,Arkansas,1402,        Waste management and remediation services,4102
5000,Arkansas,1500,      Educational services,23374
5000,Arkansas,1600,      Health care and social assistance,197796
5000,Arkansas,1601,        Ambulatory health care services,72989
5000,Arkansas,1602,        Hospitals,44465
5000,Arkansas,1603,        Nursing and residential care facilities,33847
5000,Arkansas,1604,        Social assistance,46495
5000,Arkansas,1700,"      Arts, entertainment, and recreation",23587
5000,Arkansas,1701,"        Performing arts, spectator sports, and related industries",12803
5000,Arkansas,1702,"        Museums, historical sites, and similar institutions",837
5000,Arkansas,1703,"        Amusement, gambling, and recreation industries",9947
5000,Arkansas,1800,      Accommodation and food services,118450
5000,Arkansas,1801,        Accommodation,14076
5000,Arkansas,1802,        Food services and drinking places,104374
5000,Arkansas,1900,      Other services (except government and government enterprises),94509
5000,Arkansas,1901,        Repair and maintenance,21724
5000,Arkansas,1902,        Personal and laundry services,33456
5000,Arkansas,1903,"        Religious, grantmaking, civic, professional, and similar organizations",31061
5000,Arkansas,1904,        Private households,8268
5000,Arkansas,2000,    Government and government enterprises,225530
5000,Arkansas,2001,      Federal civilian,20352
5000,Arkansas,2002,      Military,15022
5000,Arkansas,2010,      State and local,190156
5000,Arkansas,2011,        State government,80573
5000,Arkansas,2012,        Local government,109583
6000,California,,Employment by place of work,
6000,California,10,Total employment (number of jobs),24602061
6000,California,,By type,
6000,California,20,  Wage and salary employment,18598619
6000,California,40,  Proprietors employment,6003442
6000,California,50,    Farm proprietors employment,57636
6000,California,60,    Nonfarm proprietors employment 2/,5945806
6000,California,,By industry,
6000,California,70,  Farm employment,238592
6000,California,80,  Nonfarm employment,24363469
6000,California,90,    Private nonfarm employment,21525859
6000,California,100,"      Forestry, fishing, and related activities",261864
6000,California,101,        Forestry and logging,4748
6000,California,102,"        Fishing, hunting and trapping",4522
6000,California,103,        Support activities for agriculture and forestry,252594
6000,California,200,"      Mining, quarrying, and oil and gas extraction",38499
6000,California,201,        Oil and gas extraction,18770
6000,California,202,        Mining (except oil and gas),8645
6000,California,203,        Support activities for mining,11084
6000,California,300,      Utilities,59126
6000,California,400,      Construction,1234241
6000,California,401,        Construction of buildings,300912
6000,California,402,        Heavy and civil engineering construction,108148
6000,California,403,        Specialty trade contractors,825181
6000,California,500,      Manufacturing,1425642
6000,California,510,        Durable goods manufacturing,903364
6000,California,511,          Wood product manufacturing,29418
6000,California,512,          Nonmetallic mineral product manufacturing,36810
6000,California,513,          Primary metal manufacturing,18251
6000,California,514,          Fabricated metal product manufacturing,139917
6000,California,515,          Machinery manufacturing,84400
6000,California,516,          Computer and electronic product manufacturing,285782
6000,California,517,"          Electrical equipment, appliance, and component manufacturing",36245
6000,California,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",37847
6000,California,519,          Other transportation equipment manufacturing,93545
6000,California,521,          Furniture and related product manufacturing,37670
6000,California,522,          Miscellaneous manufacturing,103479
6000,California,530,        Nondurable goods manufacturing,522278
6000,California,531,          Food manufacturing,174169
6000,California,532,          Beverage and tobacco product manufacturing,70243
6000,California,533,          Textile mills,6509
6000,California,534,          Textile product mills,10181
6000,California,535,          Apparel manufacturing,41109
6000,California,536,          Leather and allied product manufacturing,4586
6000,California,537,          Paper manufacturing,21487
6000,California,538,          Printing and related support activities,46948
6000,California,539,          Petroleum and coal products manufacturing,13249
6000,California,541,          Chemical manufacturing,87775
6000,California,542,          Plastics and rubber products manufacturing,46022
6000,California,600,      Wholesale trade,782284
6000,California,700,      Retail trade,2059415
6000,California,701,        Motor vehicle and parts dealers,223128
6000,California,702,        Furniture and home furnishings stores,62221
6000,California,703,        Electronics and appliance stores,62799
6000,California,704,        Building material and garden equipment and supplies dealers,127435
6000,California,705,        Food and beverage stores,381064
6000,California,706,        Health and personal care stores,142902
6000,California,707,        Gasoline stations,66374
6000,California,708,        Clothing and clothing accessories stores,222991
6000,California,709,"        Sporting goods, hobby, musical instrument, and book stores",75331
6000,California,711,        General merchandise stores,294885
6000,California,712,        Miscellaneous store retailers,177485
6000,California,713,        Nonstore retailers,222800
6000,California,800,      Transportation and warehousing,1219163
6000,California,801,        Air transportation,61703
6000,California,802,        Rail transportation,10791
6000,California,803,        Water transportation,6978
6000,California,804,        Truck transportation,249981
6000,California,805,        Transit and ground passenger transportation,377791
6000,California,806,        Pipeline transportation,1709
6000,California,807,        Scenic and sightseeing transportation,7491
6000,California,808,        Support activities for transportation,123668
6000,California,809,        Couriers and messengers,209746
6000,California,811,        Warehousing and storage,169305
6000,California,900,      Information,645770
6000,California,901,        Publishing industries (except Internet),144424
6000,California,902,        Motion picture and sound recording industries,176883
6000,California,903,        Broadcasting (except Internet),50938
6000,California,904,        Internet publishing and broadcasting 3/,(NA)
6000,California,905,        Telecommunications,87799
6000,California,906,"        Data processing, hosting, and related services",63340
6000,California,907,        Other information services 3/,122386
6000,California,1000,      Finance and insurance,1127472
6000,California,1001,        Monetary Authorities-central bank,1960
6000,California,1002,        Credit intermediation and related activities,275329
6000,California,1003,"        Securities, commodity contracts, and other financial investments and related activities",408941
6000,California,1004,        Insurance carriers and related activities,371874
6000,California,1005,"        Funds, trusts, and other financial vehicles",69368
6000,California,1100,      Real estate and rental and leasing,1251248
6000,California,1101,        Real estate,1146643
6000,California,1102,        Rental and leasing services,101550
6000,California,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),3055
6000,California,1200,"      Professional, scientific, and technical services",2154279
6000,California,1300,      Management of companies and enterprises,288961
6000,California,1400,      Administrative and support and waste management and remediation services,1544512
6000,California,1401,        Administrative and support services,1487350
6000,California,1402,        Waste management and remediation services,57162
6000,California,1500,      Educational services,556247
