"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, not seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
18,Indiana,1976,05,"3,806,000   ","2,420,367   ",63.6   ,"2,291,729   ",60.2   ,"128,638   ",5.3   
19,Iowa,1976,05,"2,078,000   ","1,326,574   ",63.8   ,"1,279,643   ",61.6   ,"46,931   ",3.5   
20,Kansas,1976,05,"1,644,000   ","1,054,765   ",64.2   ,"1,015,284   ",61.8   ,"39,481   ",3.7   
21,Kentucky,1976,05,"2,480,000   ","1,487,677   ",60.0   ,"1,415,968   ",57.1   ,"71,709   ",4.8   
22,Louisiana,1976,05,"2,699,000   ","1,506,476   ",55.8   ,"1,420,178   ",52.6   ,"86,298   ",5.7   
23,Maine,1976,05,"771,000   ","471,698   ",61.2   ,"432,965   ",56.2   ,"38,733   ",8.2   
24,Maryland,1976,05,"2,971,000   ","1,888,835   ",63.6   ,"1,777,524   ",59.8   ,"111,311   ",5.9   
25,Massachusetts,1976,05,"4,207,000   ","2,690,974   ",64.0   ,"2,438,299   ",58.0   ,"252,675   ",9.4   
26,Michigan,1976,05,"6,442,000   ","3,958,466   ",61.4   ,"3,612,712   ",56.1   ,"345,754   ",8.7   
27,Minnesota,1976,05,"2,806,000   ","1,825,487   ",65.1   ,"1,745,890   ",62.2   ,"79,597   ",4.4   
28,Mississippi,1976,05,"1,653,000   ","959,089   ",58.0   ,"909,336   ",55.0   ,"49,753   ",5.2   
29,Missouri,1976,05,"3,481,000   ","2,094,863   ",60.2   ,"1,990,032   ",57.2   ,"104,831   ",5.0   
30,Montana,1976,05,"535,000   ","326,837   ",61.1   ,"309,946   ",57.9   ,"16,891   ",5.2   
31,Nebraska,1976,05,"1,100,000   ","718,273   ",65.3   ,"698,930   ",63.5   ,"19,343   ",2.7   
32,Nevada,1976,05,"460,000   ","325,088   ",70.7   ,"300,024   ",65.2   ,"25,064   ",7.7   
33,New Hampshire,1976,05,"599,000   ","391,036   ",65.3   ,"366,221   ",61.1   ,"24,815   ",6.3   
34,New Jersey,1976,05,"5,376,000   ","3,287,305   ",61.1   ,"2,955,026   ",55.0   ,"332,279   ",10.1   
35,New Mexico,1976,05,"804,000   ","472,521   ",58.8   ,"433,407   ",53.9   ,"39,114   ",8.3   
36,New York,1976,05,"13,219,000   ","7,561,828   ",57.2   ,"6,884,299   ",52.1   ,"677,529   ",9.0   
51000,New York city,1976,05,"5,687,000   ","3,050,308   ",53.6   ,"2,748,462   ",48.3   ,"301,846   ",9.9   
37,North Carolina,1976,05,"3,926,000   ","2,592,469   ",66.0   ,"2,453,374   ",62.5   ,"139,095   ",5.4   
38,North Dakota,1976,05,"445,000   ","280,143   ",63.0   ,"271,396   ",61.0   ,"8,747   ",3.1   
39,Ohio,1976,05,"7,721,000   ","4,721,435   ",61.2   ,"4,393,406   ",56.9   ,"328,029   ",6.9   
40,Oklahoma,1976,05,"2,015,000   ","1,179,846   ",58.6   ,"1,115,132   ",55.3   ,"64,714   ",5.5   
41,Oregon,1976,05,"1,732,000   ","1,061,257   ",61.3   ,"975,096   ",56.3   ,"86,161   ",8.1   
42,Pennsylvania,1976,05,"8,798,000   ","5,082,126   ",57.8   ,"4,693,825   ",53.4   ,"388,301   ",7.6   
44,Rhode Island,1976,05,"694,000   ","429,524   ",61.9   ,"398,166   ",57.4   ,"31,358   ",7.3   
45,South Carolina,1976,05,"2,001,000   ","1,290,611   ",64.5   ,"1,211,443   ",60.5   ,"79,168   ",6.1   
46,South Dakota,1976,05,"480,000   ","312,005   ",65.0   ,"303,070   ",63.1   ,"8,935   ",2.9   
47,Tennessee,1976,05,"3,103,000   ","1,820,223   ",58.7   ,"1,732,918   ",55.8   ,"87,305   ",4.8   
48,Texas,1976,05,"8,922,000   ","5,622,816   ",63.0   ,"5,338,649   ",59.8   ,"284,167   ",5.1   
49,Utah,1976,05,"833,000   ","517,046   ",62.1   ,"492,578   ",59.1   ,"24,468   ",4.7   
50,Vermont,1976,05,"342,000   ","212,388   ",62.1   ,"194,856   ",57.0   ,"17,532   ",8.3   
51,Virginia,1976,05,"3,567,000   ","2,330,366   ",65.3   ,"2,208,134   ",61.9   ,"122,232   ",5.2   
53,Washington,1976,05,"2,623,000   ","1,578,106   ",60.2   ,"1,453,395   ",55.4   ,"124,711   ",7.9   
54,West Virginia,1976,05,"1,363,000   ","704,067   ",51.7   ,"652,545   ",47.9   ,"51,522   ",7.3   
55,Wisconsin,1976,05,"3,260,000   ","2,109,310   ",64.7   ,"2,007,892   ",61.6   ,"101,418   ",4.8   
56,Wyoming,1976,05,"274,000   ","176,222   ",64.3   ,"169,731   ",61.9   ,"6,491   ",3.7   
01,Alabama,1976,06,"2,631,000   ","1,514,533   ",57.6   ,"1,398,535   ",53.2   ,"115,998   ",7.7   
02,Alaska,1976,06,"240,000   ","170,181   ",70.9   ,"157,452   ",65.6   ,"12,729   ",7.5   
04,Arizona,1976,06,"1,647,000   ","995,895   ",60.5   ,"892,299   ",54.2   ,"103,596   ",10.4   
05,Arkansas,1976,06,"1,544,000   ","914,433   ",59.2   ,"846,151   ",54.8   ,"68,282   ",7.5   
06,California,1976,06,"15,804,000   ","9,902,462   ",62.7   ,"9,019,070   ",57.1   ,"883,392   ",8.9   
037,Los Angeles County,1976,06,"5,321,000   ","3,364,977   ",63.2   ,"3,073,666   ",57.8   ,"291,311   ",8.7   
08,Colorado,1976,06,"1,855,000   ","1,257,580   ",67.8   ,"1,178,654   ",63.5   ,"78,926   ",6.3   
09,Connecticut,1976,06,"2,259,000   ","1,481,667   ",65.6   ,"1,338,756   ",59.3   ,"142,911   ",9.6   
10,Delaware,1976,06,"420,000   ","269,026   ",64.1   ,"244,578   ",58.2   ,"24,448   ",9.1   
11,District of Columbia,1976,06,"517,000   ","340,977   ",66.0   ,"309,623   ",59.9   ,"31,354   ",9.2   
12,Florida,1976,06,"6,499,000   ","3,655,715   ",56.3   ,"3,309,338   ",50.9   ,"346,377   ",9.5   
13,Georgia,1976,06,"3,553,000   ","2,288,033   ",64.4   ,"2,086,239   ",58.7   ,"201,794   ",8.8   
15,Hawaii,1976,06,"591,000   ","415,050   ",70.2   ,"373,235   ",63.2   ,"41,815   ",10.1   
16,Idaho,1976,06,"588,000   ","382,158   ",65.0   ,"362,249   ",61.6   ,"19,909   ",5.2   
17,Illinois,1976,06,"8,174,000   ","5,257,040   ",64.3   ,"4,879,522   ",59.7   ,"377,518   ",7.2   
18,Indiana,1976,06,"3,810,000   ","2,473,424   ",64.9   ,"2,328,672   ",61.1   ,"144,752   ",5.9   
19,Iowa,1976,06,"2,081,000   ","1,354,510   ",65.1   ,"1,299,801   ",62.5   ,"54,709   ",4.0   
20,Kansas,1976,06,"1,647,000   ","1,094,866   ",66.5   ,"1,042,795   ",63.3   ,"52,071   ",4.8   
21,Kentucky,1976,06,"2,485,000   ","1,526,847   ",61.4   ,"1,438,977   ",57.9   ,"87,870   ",5.8   
22,Louisiana,1976,06,"2,705,000   ","1,563,868   ",57.8   ,"1,438,322   ",53.2   ,"125,546   ",8.0   
23,Maine,1976,06,"772,000   ","488,148   ",63.2   ,"448,524   ",58.1   ,"39,624   ",8.1   
24,Maryland,1976,06,"2,975,000   ","1,936,430   ",65.1   ,"1,804,787   ",60.7   ,"131,643   ",6.8   
25,Massachusetts,1976,06,"4,210,000   ","2,764,214   ",65.7   ,"2,493,676   ",59.2   ,"270,538   ",9.8   
26,Michigan,1976,06,"6,448,000   ","4,066,702   ",63.1   ,"3,668,007   ",56.9   ,"398,695   ",9.8   
27,Minnesota,1976,06,"2,811,000   ","1,875,610   ",66.7   ,"1,765,197   ",62.8   ,"110,413   ",5.9   
28,Mississippi,1976,06,"1,656,000   ","997,398   ",60.2   ,"915,217   ",55.3   ,"82,181   ",8.2   
29,Missouri,1976,06,"3,485,000   ","2,167,921   ",62.2   ,"2,027,880   ",58.2   ,"140,041   ",6.5   
30,Montana,1976,06,"536,000   ","334,819   ",62.5   ,"314,530   ",58.7   ,"20,289   ",6.1   
31,Nebraska,1976,06,"1,101,000   ","729,622   ",66.3   ,"705,701   ",64.1   ,"23,921   ",3.3   
32,Nevada,1976,06,"462,000   ","332,699   ",72.0   ,"302,669   ",65.5   ,"30,030   ",9.0   
33,New Hampshire,1976,06,"601,000   ","403,982   ",67.2   ,"377,950   ",62.9   ,"26,032   ",6.4   
34,New Jersey,1976,06,"5,381,000   ","3,355,493   ",62.4   ,"3,007,302   ",55.9   ,"348,191   ",10.4   
35,New Mexico,1976,06,"807,000   ","489,902   ",60.7   ,"440,882   ",54.6   ,"49,020   ",10.0   
36,New York,1976,06,"13,224,000   ","7,801,015   ",59.0   ,"7,006,480   ",53.0   ,"794,535   ",10.2   
51000,New York city,1976,06,"5,685,000   ","3,105,975   ",54.6   ,"2,755,468   ",48.5   ,"350,507   ",11.3   
37,North Carolina,1976,06,"3,933,000   ","2,657,583   ",67.6   ,"2,486,791   ",63.2   ,"170,792   ",6.4   
38,North Dakota,1976,06,"446,000   ","290,783   ",65.2   ,"278,945   ",62.5   ,"11,838   ",4.1   
39,Ohio,1976,06,"7,726,000   ","4,801,751   ",62.2   ,"4,423,683   ",57.3   ,"378,068   ",7.9   
40,Oklahoma,1976,06,"2,019,000   ","1,206,501   ",59.8   ,"1,134,101   ",56.2   ,"72,400   ",6.0   
41,Oregon,1976,06,"1,736,000   ","1,093,410   ",63.0   ,"997,118   ",57.4   ,"96,292   ",8.8   
42,Pennsylvania,1976,06,"8,804,000   ","5,194,540   ",59.0   ,"4,766,306   ",54.1   ,"428,234   ",8.2   
44,Rhode Island,1976,06,"695,000   ","439,774   ",63.3   ,"406,420   ",58.5   ,"33,354   ",7.6   
45,South Carolina,1976,06,"2,005,000   ","1,326,013   ",66.1   ,"1,224,660   ",61.1   ,"101,353   ",7.6   
46,South Dakota,1976,06,"480,000   ","318,909   ",66.4   ,"309,398   ",64.5   ,"9,511   ",3.0   
47,Tennessee,1976,06,"3,110,000   ","1,895,121   ",60.9   ,"1,768,333   ",56.9   ,"126,788   ",6.7   
48,Texas,1976,06,"8,948,000   ","5,789,451   ",64.7   ,"5,399,577   ",60.3   ,"389,874   ",6.7   
49,Utah,1976,06,"835,000   ","533,177   ",63.9   ,"500,917   ",60.0   ,"32,260   ",6.1   
50,Vermont,1976,06,"342,000   ","220,689   ",64.5   ,"202,025   ",59.1   ,"18,664   ",8.5   
51,Virginia,1976,06,"3,575,000   ","2,379,547   ",66.6   ,"2,237,114   ",62.6   ,"142,433   ",6.0   
53,Washington,1976,06,"2,630,000   ","1,622,938   ",61.7   ,"1,482,973   ",56.4   ,"139,965   ",8.6   
54,West Virginia,1976,06,"1,366,000   ","715,835   ",52.4   ,"662,392   ",48.5   ,"53,443   ",7.5   
55,Wisconsin,1976,06,"3,263,000   ","2,187,016   ",67.0   ,"2,059,511   ",63.1   ,"127,505   ",5.8   
56,Wyoming,1976,06,"275,000   ","184,944   ",67.3   ,"177,767   ",64.6   ,"7,177   ",3.9   
01,Alabama,1976,07,"2,636,000   ","1,518,991   ",57.6   ,"1,407,832   ",53.4   ,"111,159   ",7.3   
02,Alaska,1976,07,"242,000   ","174,209   ",72.0   ,"164,273   ",67.9   ,"9,936   ",5.7   
04,Arizona,1976,07,"1,652,000   ","999,994   ",60.5   ,"900,634   ",54.5   ,"99,360   ",9.9   
05,Arkansas,1976,07,"1,545,000   ","920,854   ",59.6   ,"852,863   ",55.2   ,"67,991   ",7.4   
06,California,1976,07,"15,841,000   ","10,086,518   ",63.7   ,"9,137,291   ",57.7   ,"949,227   ",9.4   
037,Los Angeles County,1976,07,"5,330,000   ","3,437,985   ",64.5   ,"3,116,009   ",58.5   ,"321,976   ",9.4   
08,Colorado,1976,07,"1,859,000   ","1,269,238   ",68.3   ,"1,196,684   ",64.4   ,"72,554   ",5.7   
09,Connecticut,1976,07,"2,261,000   ","1,509,159   ",66.7   ,"1,365,396   ",60.4   ,"143,763   ",9.5   
10,Delaware,1976,07,"421,000   ","270,822   ",64.3   ,"246,069   ",58.4   ,"24,753   ",9.1   
11,District of Columbia,1976,07,"517,000   ","344,924   ",66.7   ,"313,999   ",60.7   ,"30,925   ",9.0   
12,Florida,1976,07,"6,514,000   ","3,702,995   ",56.8   ,"3,362,755   ",51.6   ,"340,240   ",9.2   
13,Georgia,1976,07,"3,559,000   ","2,316,505   ",65.1   ,"2,117,702   ",59.5   ,"198,803   ",8.6   
15,Hawaii,1976,07,"593,000   ","416,990   ",70.3   ,"378,863   ",63.9   ,"38,127   ",9.1   
16,Idaho,1976,07,"590,000   ","386,182   ",65.5   ,"367,329   ",62.3   ,"18,853   ",4.9   
17,Illinois,1976,07,"8,183,000   ","5,291,298   ",64.7   ,"4,934,268   ",60.3   ,"357,030   ",6.7   
18,Indiana,1976,07,"3,814,000   ","2,493,705   ",65.4   ,"2,357,657   ",61.8   ,"136,048   ",5.5   
19,Iowa,1976,07,"2,084,000   ","1,370,413   ",65.8   ,"1,322,913   ",63.5   ,"47,500   ",3.5   
20,Kansas,1976,07,"1,649,000   ","1,098,281   ",66.6   ,"1,051,704   ",63.8   ,"46,577   ",4.2   
21,Kentucky,1976,07,"2,490,000   ","1,524,315   ",61.2   ,"1,438,613   ",57.8   ,"85,702   ",5.6   
22,Louisiana,1976,07,"2,712,000   ","1,580,453   ",58.3   ,"1,463,978   ",54.0   ,"116,475   ",7.4   
23,Maine,1976,07,"774,000   ","496,756   ",64.2   ,"458,081   ",59.2   ,"38,675   ",7.8   
24,Maryland,1976,07,"2,979,000   ","1,971,738   ",66.2   ,"1,839,746   ",61.8   ,"131,992   ",6.7   
25,Massachusetts,1976,07,"4,213,000   ","2,790,462   ",66.2   ,"2,519,873   ",59.8   ,"270,589   ",9.7   
26,Michigan,1976,07,"6,454,000   ","4,100,047   ",63.5   ,"3,695,025   ",57.3   ,"405,022   ",9.9   
27,Minnesota,1976,07,"2,815,000   ","1,891,505   ",67.2   ,"1,789,989   ",63.6   ,"101,516   ",5.4   
28,Mississippi,1976,07,"1,659,000   ","1,000,037   ",60.3   ,"926,830   ",55.9   ,"73,207   ",7.3   
29,Missouri,1976,07,"3,489,000   ","2,180,316   ",62.5   ,"2,044,012   ",58.6   ,"136,304   ",6.3   
30,Montana,1976,07,"537,000   ","342,781   ",63.8   ,"324,831   ",60.5   ,"17,950   ",5.2   
31,Nebraska,1976,07,"1,102,000   ","735,506   ",66.7   ,"712,054   ",64.6   ,"23,452   ",3.2   
32,Nevada,1976,07,"464,000   ","339,059   ",73.1   ,"308,538   ",66.5   ,"30,521   ",9.0   
33,New Hampshire,1976,07,"602,000   ","413,853   ",68.7   ,"388,784   ",64.6   ,"25,069   ",6.1   
34,New Jersey,1976,07,"5,385,000   ","3,402,619   ",63.2   ,"3,038,472   ",56.4   ,"364,147   ",10.7   
35,New Mexico,1976,07,"810,000   ","491,769   ",60.7   ,"446,050   ",55.1   ,"45,719   ",9.3   
36,New York,1976,07,"13,230,000   ","7,970,710   ",60.2   ,"7,131,275   ",53.9   ,"839,435   ",10.5   
51000,New York city,1976,07,"5,683,000   ","3,181,519   ",56.0   ,"2,801,541   ",49.3   ,"379,978   ",11.9   
37,North Carolina,1976,07,"3,940,000   ","2,709,354   ",68.8   ,"2,538,667   ",64.4   ,"170,687   ",6.3   
38,North Dakota,1976,07,"447,000   ","291,787   ",65.3   ,"282,133   ",63.1   ,"9,654   ",3.3   
39,Ohio,1976,07,"7,731,000   ","4,824,959   ",62.4   ,"4,471,430   ",57.8   ,"353,529   ",7.3   
40,Oklahoma,1976,07,"2,023,000   ","1,212,596   ",59.9   ,"1,147,276   ",56.7   ,"65,320   ",5.4   
41,Oregon,1976,07,"1,740,000   ","1,112,688   ",63.9   ,"1,015,027   ",58.3   ,"97,661   ",8.8   
42,Pennsylvania,1976,07,"8,810,000   ","5,256,068   ",59.7   ,"4,847,868   ",55.0   ,"408,200   ",7.8   
44,Rhode Island,1976,07,"696,000   ","440,630   ",63.3   ,"408,048   ",58.6   ,"32,582   ",7.4   
45,South Carolina,1976,07,"2,009,000   ","1,328,292   ",66.1   ,"1,232,195   ",61.3   ,"96,097   ",7.2   
46,South Dakota,1976,07,"481,000   ","320,688   ",66.7   ,"312,440   ",65.0   ,"8,248   ",2.6   
47,Tennessee,1976,07,"3,116,000   ","1,917,467   ",61.5   ,"1,798,863   ",57.7   ,"118,604   ",6.2   
48,Texas,1976,07,"8,974,000   ","5,847,708   ",65.2   ,"5,479,372   ",61.1   ,"368,336   ",6.3   
49,Utah,1976,07,"837,000   ","537,725   ",64.2   ,"510,289   ",61.0   ,"27,436   ",5.1   
50,Vermont,1976,07,"343,000   ","223,689   ",65.2   ,"207,023   ",60.4   ,"16,666   ",7.5   
51,Virginia,1976,07,"3,583,000   ","2,411,576   ",67.3   ,"2,274,366   ",63.5   ,"137,210   ",5.7   
53,Washington,1976,07,"2,636,000   ","1,659,803   ",63.0   ,"1,519,368   ",57.6   ,"140,435   ",8.5   
54,West Virginia,1976,07,"1,369,000   ","714,698   ",52.2   ,"666,919   ",48.7   ,"47,779   ",6.7   
55,Wisconsin,1976,07,"3,267,000   ","2,208,686   ",67.6   ,"2,085,862   ",63.8   ,"122,824   ",5.6   
56,Wyoming,1976,07,"276,000   ","187,384   ",67.9   ,"181,173   ",65.6   ,"6,211   ",3.3   
01,Alabama,1976,08,"2,641,000   ","1,513,262   ",57.3   ,"1,403,480   ",53.1   ,"109,782   ",7.3   
02,Alaska,1976,08,"243,000   ","172,006   ",70.8   ,"162,329   ",66.8   ,"9,677   ",5.6   
04,Arizona,1976,08,"1,658,000   ","1,001,499   ",60.4   ,"902,750   ",54.4   ,"98,749   ",9.9   
05,Arkansas,1976,08,"1,548,000   ","908,043   ",58.7   ,"846,564   ",54.7   ,"61,479   ",6.8   
06,California,1976,08,"15,879,000   ","10,112,169   ",63.7   ,"9,199,640   ",57.9   ,"912,529   ",9.0   
037,Los Angeles County,1976,08,"5,335,000   ","3,435,655   ",64.4   ,"3,123,825   ",58.6   ,"311,830   ",9.1   
08,Colorado,1976,08,"1,865,000   ","1,265,478   ",67.9   ,"1,197,299   ",64.2   ,"68,179   ",5.4   
09,Connecticut,1976,08,"2,263,000   ","1,497,568   ",66.2   ,"1,358,276   ",60.0   ,"139,292   ",9.3   
10,Delaware,1976,08,"422,000   ","268,877   ",63.7   ,"243,483   ",57.7   ,"25,394   ",9.4   
11,District of Columbia,1976,08,"517,000   ","337,053   ",65.2   ,"307,815   ",59.5   ,"29,238   ",8.7   
12,Florida,1976,08,"6,532,000   ","3,688,625   ",56.5   ,"3,356,998   ",51.4   ,"331,627   ",9.0   
13,Georgia,1976,08,"3,567,000   ","2,307,940   ",64.7   ,"2,117,751   ",59.4   ,"190,189   ",8.2   
15,Hawaii,1976,08,"594,000   ","412,446   ",69.4   ,"374,627   ",63.1   ,"37,819   ",9.2   
16,Idaho,1976,08,"592,000   ","381,911   ",64.5   ,"363,177   ",61.3   ,"18,734   ",4.9   
17,Illinois,1976,08,"8,192,000   ","5,253,606   ",64.1   ,"4,888,496   ",59.7   ,"365,110   ",6.9   
18,Indiana,1976,08,"3,819,000   ","2,486,610   ",65.1   ,"2,341,108   ",61.3   ,"145,502   ",5.9   
19,Iowa,1976,08,"2,086,000   ","1,352,344   ",64.8   ,"1,304,403   ",62.5   ,"47,941   ",3.5   
20,Kansas,1976,08,"1,651,000   ","1,080,292   ",65.4   ,"1,033,528   ",62.6   ,"46,764   ",4.3   
21,Kentucky,1976,08,"2,494,000   ","1,507,140   ",60.4   ,"1,429,360   ",57.3   ,"77,780   ",5.2   
22,Louisiana,1976,08,"2,718,000   ","1,562,471   ",57.5   ,"1,443,641   ",53.1   ,"118,830   ",7.6   
23,Maine,1976,08,"775,000   ","495,171   ",63.9   ,"458,689   ",59.2   ,"36,482   ",7.4   
24,Maryland,1976,08,"2,984,000   ","1,944,686   ",65.2   ,"1,818,936   ",61.0   ,"125,750   ",6.5   
25,Massachusetts,1976,08,"4,217,000   ","2,779,547   ",65.9   ,"2,528,948   ",60.0   ,"250,599   ",9.0   
26,Michigan,1976,08,"6,462,000   ","4,095,832   ",63.4   ,"3,727,434   ",57.7   ,"368,398   ",9.0   
27,Minnesota,1976,08,"2,819,000   ","1,885,572   ",66.9   ,"1,783,543   ",63.3   ,"102,029   ",5.4   
28,Mississippi,1976,08,"1,662,000   ","981,022   ",59.0   ,"914,968   ",55.1   ,"66,054   ",6.7   
29,Missouri,1976,08,"3,493,000   ","2,164,086   ",62.0   ,"2,021,240   ",57.9   ,"142,846   ",6.6   
30,Montana,1976,08,"538,000   ","340,065   ",63.2   ,"322,494   ",59.9   ,"17,571   ",5.2   
31,Nebraska,1976,08,"1,103,000   ","723,258   ",65.6   ,"702,760   ",63.7   ,"20,498   ",2.8   
32,Nevada,1976,08,"466,000   ","338,498   ",72.6   ,"310,243   ",66.6   ,"28,255   ",8.3   
33,New Hampshire,1976,08,"604,000   ","411,992   ",68.2   ,"386,698   ",64.0   ,"25,294   ",6.1   
34,New Jersey,1976,08,"5,389,000   ","3,374,898   ",62.6   ,"3,028,505   ",56.2   ,"346,393   ",10.3   
35,New Mexico,1976,08,"813,000   ","487,293   ",59.9   ,"444,255   ",54.6   ,"43,038   ",8.8   
36,New York,1976,08,"13,231,000   ","7,895,633   ",59.7   ,"7,089,054   ",53.6   ,"806,579   ",10.2   
51000,New York city,1976,08,"5,677,000   ","3,144,873   ",55.4   ,"2,779,402   ",49.0   ,"365,471   ",11.6   
37,North Carolina,1976,08,"3,948,000   ","2,703,525   ",68.5   ,"2,544,673   ",64.5   ,"158,852   ",5.9   
38,North Dakota,1976,08,"448,000   ","290,765   ",64.9   ,"280,972   ",62.7   ,"9,793   ",3.4   
39,Ohio,1976,08,"7,738,000   ","4,826,506   ",62.4   ,"4,470,451   ",57.8   ,"356,055   ",7.4   
40,Oklahoma,1976,08,"2,027,000   ","1,195,167   ",59.0   ,"1,132,226   ",55.9   ,"62,941   ",5.3   
41,Oregon,1976,08,"1,745,000   ","1,121,860   ",64.3   ,"1,025,654   ",58.8   ,"96,206   ",8.6   
42,Pennsylvania,1976,08,"8,816,000   ","5,236,600   ",59.4   ,"4,850,424   ",55.0   ,"386,176   ",7.4   
44,Rhode Island,1976,08,"697,000   ","441,948   ",63.4   ,"408,587   ",58.6   ,"33,361   ",7.5   
45,South Carolina,1976,08,"2,014,000   ","1,320,670   ",65.6   ,"1,222,094   ",60.7   ,"98,576   ",7.5   
46,South Dakota,1976,08,"482,000   ","317,787   ",65.9   ,"308,992   ",64.1   ,"8,795   ",2.8   
47,Tennessee,1976,08,"3,122,000   ","1,903,478   ",61.0   ,"1,787,788   ",57.3   ,"115,690   ",6.1   
48,Texas,1976,08,"8,997,000   ","5,811,210   ",64.6   ,"5,460,621   ",60.7   ,"350,589   ",6.0   
49,Utah,1976,08,"840,000   ","540,664   ",64.4   ,"509,876   ",60.7   ,"30,788   ",5.7   
50,Vermont,1976,08,"344,000   ","223,785   ",65.1   ,"207,077   ",60.2   ,"16,708   ",7.5   
51,Virginia,1976,08,"3,590,000   ","2,394,070   ",66.7   ,"2,251,860   ",62.7   ,"142,210   ",5.9   
53,Washington,1976,08,"2,643,000   ","1,657,559   ",62.7   ,"1,515,043   ",57.3   ,"142,516   ",8.6   
54,West Virginia,1976,08,"1,371,000   ","703,338   ",51.3   ,"657,708   ",48.0   ,"45,630   ",6.5   
55,Wisconsin,1976,08,"3,272,000   ","2,188,743   ",66.9   ,"2,076,147   ",63.5   ,"112,596   ",5.1   
56,Wyoming,1976,08,"277,000   ","186,238   ",67.2   ,"180,217   ",65.1   ,"6,021   ",3.2   
01,Alabama,1976,09,"2,645,000   ","1,506,582   ",57.0   ,"1,404,411   ",53.1   ,"102,171   ",6.8   
02,Alaska,1976,09,"243,000   ","167,561   ",69.0   ,"156,873   ",64.6   ,"10,688   ",6.4   
04,Arizona,1976,09,"1,665,000   ","1,000,105   ",60.1   ,"904,123   ",54.3   ,"95,982   ",9.6   
05,Arkansas,1976,09,"1,552,000   ","896,858   ",57.8   ,"843,555   ",54.4   ,"53,303   ",5.9   
06,California,1976,09,"15,916,000   ","9,954,790   ",62.5   ,"9,071,788   ",57.0   ,"883,002   ",8.9   
037,Los Angeles County,1976,09,"5,341,000   ","3,410,552   ",63.9   ,"3,107,493   ",58.2   ,"303,059   ",8.9   
08,Colorado,1976,09,"1,870,000   ","1,264,760   ",67.6   ,"1,190,005   ",63.6   ,"74,755   ",5.9   
09,Connecticut,1976,09,"2,265,000   ","1,456,665   ",64.3   ,"1,326,286   ",58.6   ,"130,379   ",9.0   
10,Delaware,1976,09,"422,000   ","261,748   ",62.0   ,"236,645   ",56.1   ,"25,103   ",9.6   
11,District of Columbia,1976,09,"516,000   ","327,903   ",63.5   ,"298,287   ",57.8   ,"29,616   ",9.0   
12,Florida,1976,09,"6,549,000   ","3,623,959   ",55.3   ,"3,283,245   ",50.1   ,"340,714   ",9.4   
13,Georgia,1976,09,"3,574,000   ","2,277,981   ",63.7   ,"2,093,482   ",58.6   ,"184,499   ",8.1   
15,Hawaii,1976,09,"596,000   ","406,428   ",68.2   ,"368,111   ",61.8   ,"38,317   ",9.4   
16,Idaho,1976,09,"594,000   ","376,293   ",63.3   ,"359,554   ",60.5   ,"16,739   ",4.4   
17,Illinois,1976,09,"8,200,000   ","5,140,191   ",62.7   ,"4,808,620   ",58.6   ,"331,571   ",6.5   
18,Indiana,1976,09,"3,823,000   ","2,449,598   ",64.1   ,"2,320,590   ",60.7   ,"129,008   ",5.3   
19,Iowa,1976,09,"2,089,000   ","1,342,359   ",64.3   ,"1,297,164   ",62.1   ,"45,195   ",3.4   
20,Kansas,1976,09,"1,653,000   ","1,066,002   ",64.5   ,"1,027,068   ",62.1   ,"38,934   ",3.7   
21,Kentucky,1976,09,"2,499,000   ","1,493,950   ",59.8   ,"1,421,556   ",56.9   ,"72,394   ",4.8   
22,Louisiana,1976,09,"2,723,000   ","1,540,319   ",56.6   ,"1,433,140   ",52.6   ,"107,179   ",7.0   
23,Maine,1976,09,"777,000   ","476,183   ",61.3   ,"440,097   ",56.6   ,"36,086   ",7.6   
24,Maryland,1976,09,"2,988,000   ","1,922,572   ",64.3   ,"1,794,209   ",60.0   ,"128,363   ",6.7   
25,Massachusetts,1976,09,"4,220,000   ","2,706,827   ",64.1   ,"2,463,163   ",58.4   ,"243,664   ",9.0   
26,Michigan,1976,09,"6,470,000   ","3,997,314   ",61.8   ,"3,659,456   ",56.6   ,"337,858   ",8.5   
27,Minnesota,1976,09,"2,823,000   ","1,872,286   ",66.3   ,"1,765,966   ",62.6   ,"106,320   ",5.7   
28,Mississippi,1976,09,"1,665,000   ","974,695   ",58.5   ,"909,402   ",54.6   ,"65,293   ",6.7   
29,Missouri,1976,09,"3,497,000   ","2,127,857   ",60.8   ,"1,992,337   ",57.0   ,"135,520   ",6.4   
